config_id,N,H,B,tau,strategy,profile,T,p_genuine,p_attack,priority,safe_mode,experiment,seed_policy,offered_load_ratio
384,100,5,2,8,capacity_aware,coordination,120,0.002,0.9,fifo,False,RQ4_architecture,independent,2.88
385,100,5,2,8,capacity_aware,coordination,120,0.002,0.9,fifo,True,RQ4_architecture,independent,2.88
386,100,5,2,8,capacity_aware,coordination,120,0.002,0.9,criticality,False,RQ4_architecture,independent,2.88
387,100,5,2,8,capacity_aware,coordination,120,0.002,0.9,criticality,True,RQ4_architecture,independent,2.88
388,100,5,2,12,capacity_aware,coordination,120,0.002,0.6,fifo,False,RQ4_architecture,independent,2.88
389,100,5,2,12,capacity_aware,coordination,120,0.002,0.6,fifo,True,RQ4_architecture,independent,2.88
390,100,5,2,12,capacity_aware,coordination,120,0.002,0.6,criticality,False,RQ4_architecture,independent,2.88
391,100,5,2,12,capacity_aware,coordination,120,0.002,0.6,criticality,True,RQ4_architecture,independent,2.88
392,100,5,2,12,capacity_aware,coordination,120,0.002,0.9,fifo,False,RQ4_architecture,independent,4.32
393,100,5,2,12,capacity_aware,coordination,120,0.002,0.9,fifo,True,RQ4_architecture,independent,4.32
394,100,5,2,12,capacity_aware,coordination,120,0.002,0.9,criticality,False,RQ4_architecture,independent,4.32
395,100,5,2,12,capacity_aware,coordination,120,0.002,0.9,criticality,True,RQ4_architecture,independent,4.32
396,20,1,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
397,20,1,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.15000000000000002
398,20,1,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.30000000000000004
399,20,1,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.44999999999999996
400,20,1,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.6000000000000001
401,20,1,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.8999999999999999
402,20,1,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,1.2000000000000002
403,20,1,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,1.7999999999999998
404,20,1,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,2.4000000000000004
405,20,1,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,3.0
406,20,1,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,3.5999999999999996
407,20,1,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,4.5
408,20,1,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,5.4
409,20,1,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
410,20,1,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.30000000000000004
411,20,1,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.6000000000000001
412,20,1,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.8999999999999999
413,20,1,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,1.2000000000000002
414,20,1,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,1.7999999999999998
415,20,1,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,2.4000000000000004
416,20,1,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,3.5999999999999996
417,20,1,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,4.800000000000001
418,20,1,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,6.0
419,20,1,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,7.199999999999999
420,20,1,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,9.0
421,20,1,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,10.8
422,20,3,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
423,20,3,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.05000000000000001
424,20,3,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.10000000000000002
425,20,3,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.15
426,20,3,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.20000000000000004
427,20,3,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.3
428,20,3,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.4000000000000001
429,20,3,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.6
430,20,3,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.8000000000000002
431,20,3,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,1.0
432,20,3,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,1.2
433,20,3,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,1.5
434,20,3,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,1.8
435,20,3,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
436,20,3,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.10000000000000002
437,20,3,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.20000000000000004
438,20,3,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.3
439,20,3,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.4000000000000001
440,20,3,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.6
441,20,3,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.8000000000000002
442,20,3,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,1.2
443,20,3,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,1.6000000000000003
444,20,3,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,2.0
445,20,3,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,2.4
446,20,3,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,3.0
447,20,3,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,3.6
448,20,5,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
449,20,5,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.030000000000000006
450,20,5,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.06000000000000001
451,20,5,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.09
452,20,5,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.12000000000000002
453,20,5,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.18
454,20,5,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.24000000000000005
455,20,5,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.36
456,20,5,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.4800000000000001
457,20,5,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,0.6
458,20,5,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,0.72
459,20,5,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,0.9
460,20,5,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,1.08
461,20,5,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
462,20,5,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.06000000000000001
463,20,5,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.12000000000000002
464,20,5,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.18
465,20,5,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.24000000000000005
466,20,5,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.36
467,20,5,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.4800000000000001
468,20,5,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.72
469,20,5,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.9600000000000002
470,20,5,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,1.2
471,20,5,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,1.44
472,20,5,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,1.8
473,20,5,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,2.16
474,50,1,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
475,50,1,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.15000000000000002
476,50,1,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.30000000000000004
477,50,1,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.44999999999999996
478,50,1,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.6000000000000001
479,50,1,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.8999999999999999
480,50,1,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,1.2000000000000002
481,50,1,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,1.7999999999999998
482,50,1,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,2.4000000000000004
483,50,1,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,3.0
484,50,1,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,3.5999999999999996
485,50,1,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,4.5
486,50,1,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,5.4
487,50,1,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
488,50,1,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.30000000000000004
489,50,1,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.6000000000000001
490,50,1,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.8999999999999999
491,50,1,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,1.2000000000000002
492,50,1,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,1.7999999999999998
493,50,1,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,2.4000000000000004
494,50,1,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,3.5999999999999996
495,50,1,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,4.800000000000001
496,50,1,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,6.0
497,50,1,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,7.199999999999999
498,50,1,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,9.0
499,50,1,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,10.8
500,50,3,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
501,50,3,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.05000000000000001
502,50,3,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.10000000000000002
503,50,3,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.15
504,50,3,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.20000000000000004
505,50,3,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.3
506,50,3,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.4000000000000001
507,50,3,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.6
508,50,3,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.8000000000000002
509,50,3,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,1.0
510,50,3,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,1.2
511,50,3,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,1.5
512,50,3,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,1.8
513,50,3,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
514,50,3,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.10000000000000002
515,50,3,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.20000000000000004
516,50,3,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.3
517,50,3,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.4000000000000001
518,50,3,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.6
519,50,3,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.8000000000000002
520,50,3,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,1.2
521,50,3,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,1.6000000000000003
522,50,3,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,2.0
523,50,3,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,2.4
524,50,3,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,3.0
525,50,3,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,3.6
526,50,5,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
527,50,5,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.030000000000000006
528,50,5,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.06000000000000001
529,50,5,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.09
530,50,5,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.12000000000000002
531,50,5,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.18
532,50,5,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.24000000000000005
533,50,5,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.36
534,50,5,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.4800000000000001
535,50,5,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,0.6
536,50,5,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,0.72
537,50,5,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,0.9
538,50,5,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,1.08
539,50,5,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
540,50,5,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.06000000000000001
541,50,5,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.12000000000000002
542,50,5,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.18
543,50,5,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.24000000000000005
544,50,5,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.36
545,50,5,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.4800000000000001
546,50,5,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.72
547,50,5,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.9600000000000002
548,50,5,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,1.2
549,50,5,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,1.44
550,50,5,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,1.8
551,50,5,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,2.16
552,100,1,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
553,100,1,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.15000000000000002
554,100,1,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.30000000000000004
555,100,1,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.44999999999999996
556,100,1,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.6000000000000001
557,100,1,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.8999999999999999
558,100,1,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,1.2000000000000002
559,100,1,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,1.7999999999999998
560,100,1,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,2.4000000000000004
561,100,1,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,3.0
562,100,1,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,3.5999999999999996
563,100,1,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,4.5
564,100,1,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,5.4
565,100,1,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
566,100,1,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.30000000000000004
567,100,1,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.6000000000000001
568,100,1,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.8999999999999999
569,100,1,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,1.2000000000000002
570,100,1,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,1.7999999999999998
571,100,1,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,2.4000000000000004
572,100,1,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,3.5999999999999996
573,100,1,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,4.800000000000001
574,100,1,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,6.0
575,100,1,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,7.199999999999999
576,100,1,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,9.0
577,100,1,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,10.8
578,100,3,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
579,100,3,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.05000000000000001
580,100,3,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.10000000000000002
581,100,3,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.15
582,100,3,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.20000000000000004
583,100,3,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.3
584,100,3,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.4000000000000001
585,100,3,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.6
586,100,3,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.8000000000000002
587,100,3,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,1.0
588,100,3,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,1.2
589,100,3,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,1.5
590,100,3,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,1.8
591,100,3,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
592,100,3,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.10000000000000002
593,100,3,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.20000000000000004
594,100,3,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.3
595,100,3,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.4000000000000001
596,100,3,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.6
597,100,3,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.8000000000000002
598,100,3,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,1.2
599,100,3,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,1.6000000000000003
600,100,3,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,2.0
601,100,3,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,2.4
602,100,3,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,3.0
603,100,3,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,3.6
604,100,5,1,6,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
605,100,5,1,6,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.030000000000000006
606,100,5,1,6,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.06000000000000001
607,100,5,1,6,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.09
608,100,5,1,6,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.12000000000000002
609,100,5,1,6,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.18
610,100,5,1,6,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.24000000000000005
611,100,5,1,6,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.36
612,100,5,1,6,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.4800000000000001
613,100,5,1,6,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,0.6
614,100,5,1,6,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,0.72
615,100,5,1,6,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,0.9
616,100,5,1,6,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,1.08
617,100,5,1,12,fallback_first,none,120,0.002,0.0,fifo,False,RQ1_threshold,common,0.0
618,100,5,1,12,fallback_first,none,120,0.002,0.025,fifo,False,RQ1_threshold,common,0.06000000000000001
619,100,5,1,12,fallback_first,none,120,0.002,0.05,fifo,False,RQ1_threshold,common,0.12000000000000002
620,100,5,1,12,fallback_first,none,120,0.002,0.075,fifo,False,RQ1_threshold,common,0.18
621,100,5,1,12,fallback_first,none,120,0.002,0.1,fifo,False,RQ1_threshold,common,0.24000000000000005
622,100,5,1,12,fallback_first,none,120,0.002,0.15,fifo,False,RQ1_threshold,common,0.36
623,100,5,1,12,fallback_first,none,120,0.002,0.2,fifo,False,RQ1_threshold,common,0.4800000000000001
624,100,5,1,12,fallback_first,none,120,0.002,0.3,fifo,False,RQ1_threshold,common,0.72
625,100,5,1,12,fallback_first,none,120,0.002,0.4,fifo,False,RQ1_threshold,common,0.9600000000000002
626,100,5,1,12,fallback_first,none,120,0.002,0.5,fifo,False,RQ1_threshold,common,1.2
627,100,5,1,12,fallback_first,none,120,0.002,0.6,fifo,False,RQ1_threshold,common,1.44
628,100,5,1,12,fallback_first,none,120,0.002,0.75,fifo,False,RQ1_threshold,common,1.8
629,100,5,1,12,fallback_first,none,120,0.002,0.9,fifo,False,RQ1_threshold,common,2.16
630,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.1,fifo,False,RQ4_priority,common,0.30000000000000004
631,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.1,criticality,False,RQ4_priority,common,0.30000000000000004
632,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.2,fifo,False,RQ4_priority,common,0.6000000000000001
633,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.2,criticality,False,RQ4_priority,common,0.6000000000000001
634,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.3,fifo,False,RQ4_priority,common,0.8999999999999999
635,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.3,criticality,False,RQ4_priority,common,0.8999999999999999
636,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.4,fifo,False,RQ4_priority,common,1.2000000000000002
637,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.4,criticality,False,RQ4_priority,common,1.2000000000000002
638,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.5,fifo,False,RQ4_priority,common,1.5
639,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.5,criticality,False,RQ4_priority,common,1.5
640,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.6,fifo,False,RQ4_priority,common,1.7999999999999998
641,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.6,criticality,False,RQ4_priority,common,1.7999999999999998
642,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.75,fifo,False,RQ4_priority,common,2.25
643,50,2,1,6,capacity_aware,critical-unit,120,0.002,0.75,criticality,False,RQ4_priority,common,2.25
644,50,2,1,12,capacity_aware,critical-unit,120,0.002,0.1,fifo,False,RQ4_priority,common,0.6000000000000001
645,50,2,1,12,capacity_aware,critical-unit,120,0.002,0.1,criticality,False,RQ4_priority,common,0.6000000000000001
646,50,2,1,12,capacity_aware,critical-unit,120,0.002,0.2,fifo,False,RQ4_priority,common,1.2000000000000002
647,50,2,1,12,capacity_aware,critical-unit,120,0.002,0.2,criticality,False,RQ4_priority,common,1.2000000000000002
648,50,2,1,12,capacity_aware,critical-unit,120,0.002,0.3,fifo,False,RQ4_priority,common,1.7999999999999998
649,50,2,1,12,capacity_aware,critical-unit,120,0.002,0.3,criticality,False,RQ4_priority,common,1.7999999999999998
650,50,2,1,12,capacity_aware,critical-unit,120,0.002,0.4,fifo,False,RQ4_priority,common,2.4000000000000004
651,50,2,1,12,capacity_aware,critical-unit,120,0.002,0.4,criticality,False,RQ4_priority,common,2.4000000000000004
